"","Date","Start (ET)","Visitor/Neutral","PTS","Home/Neutral","PTS.1"
"579","Tue, Jan 10, 2017","7:00 pm","Chicago Bulls","99","Washington Wizards","101"
"580","Wed, Jan 11, 2017","8:00 pm","Washington Wizards","108","Boston Celtics","117"
"581","Wed, Jan 11, 2017","10:30 pm","Orlando Magic","96","Los Angeles Clippers","105"
"582","Wed, Jan 11, 2017","8:00 pm","Houston Rockets","105","Minnesota Timberwolves","119"
"583","Wed, Jan 11, 2017","8:00 pm","Memphis Grizzlies","95","Oklahoma City Thunder","103"
"584","Wed, Jan 11, 2017","7:00 pm","New York Knicks","97","Philadelphia 76ers","98"
"585","Wed, Jan 11, 2017","10:30 pm","Cleveland Cavaliers","86","Portland Trail Blazers","102"
"586","Thu, Jan 12, 2017","7:30 pm","New Orleans Pelicans","104","Brooklyn Nets","95"
"587","Thu, Jan 12, 2017","3:00 pm","Indiana Pacers","112","Denver Nuggets","140"
"588","Thu, Jan 12, 2017","10:30 pm","Detroit Pistons","107","Golden State Warriors","127"
"589","Thu, Jan 12, 2017","8:00 pm","Chicago Bulls","89","New York Knicks","104"
"590","Thu, Jan 12, 2017","10:00 pm","Dallas Mavericks","113","Phoenix Suns","108"
"591","Thu, Jan 12, 2017","8:30 pm","Los Angeles Lakers","94","San Antonio Spurs","134"
"592","Fri, Jan 13, 2017","8:00 pm","Boston Celtics","103","Atlanta Hawks","101"
"593","Fri, Jan 13, 2017","8:00 pm","Memphis Grizzlies","110","Houston Rockets","105"
"594","Fri, Jan 13, 2017","8:00 pm","Miami Heat","108","Milwaukee Bucks","116"
"595","Fri, Jan 13, 2017","8:00 pm","Oklahoma City Thunder","86","Minnesota Timberwolves","96"
"596","Fri, Jan 13, 2017","7:00 pm","Charlotte Hornets","93","Philadelphia 76ers","102"
"597","Fri, Jan 13, 2017","10:00 pm","Orlando Magic","115","Portland Trail Blazers","109"
"598","Fri, Jan 13, 2017","10:30 pm","Cleveland Cavaliers","120","Sacramento Kings","108"
"599","Fri, Jan 13, 2017","7:30 pm","Brooklyn Nets","113","Toronto Raptors","132"
"600","Fri, Jan 13, 2017","10:30 pm","Detroit Pistons","77","Utah Jazz","110"
"601","Sat, Jan 14, 2017","5:00 pm","New Orleans Pelicans","99","Chicago Bulls","107"
"602","Sat, Jan 14, 2017","3:30 pm","Los Angeles Lakers","97","Los Angeles Clippers","113"
"603","Sat, Jan 14, 2017","6:00 pm","San Antonio Spurs","105","Phoenix Suns","108"
"604","Sat, Jan 14, 2017","9:00 pm","Orlando Magic","107","Utah Jazz","114"
"605","Sat, Jan 14, 2017","8:00 pm","Philadelphia 76ers","93","Washington Wizards","109"
"606","Sun, Jan 15, 2017","3:00 pm","Milwaukee Bucks","98","Atlanta Hawks","111"
"607","Sun, Jan 15, 2017","6:00 pm","Houston Rockets","137","Brooklyn Nets","112"
"608","Sun, Jan 15, 2017","2:00 pm","Minnesota Timberwolves","87","Dallas Mavericks","98"
"609","Sun, Jan 15, 2017","9:30 pm","Detroit Pistons","102","Los Angeles Lakers","97"
"610","Sun, Jan 15, 2017","9:00 pm","Chicago Bulls","108","Memphis Grizzlies","104"
"611","Sun, Jan 15, 2017","9:00 pm","Oklahoma City Thunder","122","Sacramento Kings","118"
"612","Sun, Jan 15, 2017","3:00 pm","New York Knicks","101","Toronto Raptors","116"
"613","Mon, Jan 16, 2017","7:30 pm","Charlotte Hornets","98","Boston Celtics","108"
"614","Mon, Jan 16, 2017","5:00 pm","Orlando Magic","112","Denver Nuggets","125"
"615","Mon, Jan 16, 2017","8:00 pm","Cleveland Cavaliers","91","Golden State Warriors","126"
"616","Mon, Jan 16, 2017","4:00 pm","New Orleans Pelicans","95","Indiana Pacers","98"
"617","Mon, Jan 16, 2017","10:30 pm","Oklahoma City Thunder","98","Los Angeles Clippers","120"
"618","Mon, Jan 16, 2017","3:30 pm","Philadelphia 76ers","113","Milwaukee Bucks","104"
"619","Mon, Jan 16, 2017","1:00 pm","Atlanta Hawks","108","New York Knicks","107"
"620","Mon, Jan 16, 2017","9:00 pm","Utah Jazz","106","Phoenix Suns","101"
"621","Mon, Jan 16, 2017","2:00 pm","Portland Trail Blazers","101","Washington Wizards","120"
"622","Tue, Jan 17, 2017","7:30 pm","Toronto Raptors","119","Brooklyn Nets","109"
"623","Tue, Jan 17, 2017","8:00 pm","Dallas Mavericks","99","Chicago Bulls","98"
"624","Tue, Jan 17, 2017","10:30 pm","Denver Nuggets","127","Los Angeles Lakers","121"
"625","Tue, Jan 17, 2017","7:30 pm","Houston Rockets","103","Miami Heat","109"
"626","Tue, Jan 17, 2017","8:30 pm","Minnesota Timberwolves","114","San Antonio Spurs","122"
"627","Wed, Jan 18, 2017","7:30 pm","New York Knicks","117","Boston Celtics","106"
"628","Wed, Jan 18, 2017","7:00 pm","Portland Trail Blazers","85","Charlotte Hornets","107"
"629","Wed, Jan 18, 2017","8:00 pm","Atlanta Hawks","95","Detroit Pistons","118"
"630","Wed, Jan 18, 2017","10:30 pm","Oklahoma City Thunder","100","Golden State Warriors","121"
"631","Wed, Jan 18, 2017","8:00 pm","Milwaukee Bucks","92","Houston Rockets","111"
"632","Wed, Jan 18, 2017","8:00 pm","Orlando Magic","98","New Orleans Pelicans","118"
"633","Wed, Jan 18, 2017","7:00 pm","Toronto Raptors","89","Philadelphia 76ers","94"
"634","Wed, Jan 18, 2017","10:30 pm","Indiana Pacers","106","Sacramento Kings","100"
"635","Wed, Jan 18, 2017","7:00 pm","Memphis Grizzlies","101","Washington Wizards","104"
"636","Thu, Jan 19, 2017","7:00 pm","Phoenix Suns","103","Cleveland Cavaliers","118"
"637","Thu, Jan 19, 2017","10:30 pm","Minnesota Timberwolves","104","Los Angeles Clippers","101"
"638","Thu, Jan 19, 2017","7:30 pm","Dallas Mavericks","95","Miami Heat","99"
"639","Thu, Jan 19, 2017","8:00 pm","Washington Wizards","113","New York Knicks","110"
"640","Thu, Jan 19, 2017","8:30 pm","Denver Nuggets","104","San Antonio Spurs","118"
"641","Fri, Jan 20, 2017","8:00 pm","Chicago Bulls","93","Atlanta Hawks","102"
"642","Fri, Jan 20, 2017","7:00 pm","Toronto Raptors","78","Charlotte Hornets","113"
"643","Fri, Jan 20, 2017","8:30 pm","Utah Jazz","112","Dallas Mavericks","107"
"644","Fri, Jan 20, 2017","8:00 pm","Golden State Warriors","125","Houston Rockets","108"
"645","Fri, Jan 20, 2017","10:30 pm","Indiana Pacers","95","Los Angeles Lakers","108"
"646","Fri, Jan 20, 2017","8:00 pm","Sacramento Kings","91","Memphis Grizzlies","107"
"647","Fri, Jan 20, 2017","8:00 pm","Brooklyn Nets","143","New Orleans Pelicans","114"
"648","Fri, Jan 20, 2017","7:00 pm","Milwaukee Bucks","96","Orlando Magic","112"
"649","Fri, Jan 20, 2017","7:00 pm","Portland Trail Blazers","92","Philadelphia 76ers","93"
"650","Sat, Jan 21, 2017","7:00 pm","Philadelphia 76ers","93","Atlanta Hawks","110"
"651","Sat, Jan 21, 2017","5:00 pm","Portland Trail Blazers","127","Boston Celtics","123"
"652","Sat, Jan 21, 2017","9:00 pm","Sacramento Kings","99","Chicago Bulls","102"
"653","Sat, Jan 21, 2017","7:00 pm","Brooklyn Nets","105","Charlotte Hornets","112"
"654","Sat, Jan 21, 2017","8:30 pm","San Antonio Spurs","118","Cleveland Cavaliers","115"
"655","Sat, Jan 21, 2017","9:00 pm","Los Angeles Clippers","98","Denver Nuggets","123"
"656","Sat, Jan 21, 2017","6:00 pm","Washington Wizards","112","Detroit Pistons","113"
"657","Sat, Jan 21, 2017","8:00 pm","Houston Rockets","119","Memphis Grizzlies","95"
"658","Sat, Jan 21, 2017","7:30 pm","Milwaukee Bucks","97","Miami Heat","109"
"659","Sat, Jan 21, 2017","7:30 pm","Phoenix Suns","107","New York Knicks","105"
"660","Sat, Jan 21, 2017","9:00 pm","Indiana Pacers","100","Utah Jazz","109"
"661","Sun, Jan 22, 2017","3:30 pm","Los Angeles Lakers","73","Dallas Mavericks","122"
"662","Sun, Jan 22, 2017","7:00 pm","Denver Nuggets","108","Minnesota Timberwolves","111"
"663","Sun, Jan 22, 2017","12:00 pm","Golden State Warriors","118","Orlando Magic","98"
"664","Sun, Jan 22, 2017","6:00 pm","Phoenix Suns","115","Toronto Raptors","103"
"665","Mon, Jan 23, 2017","7:30 pm","Los Angeles Clippers","115","Atlanta Hawks","105"
"666","Mon, Jan 23, 2017","7:30 pm","San Antonio Spurs","112","Brooklyn Nets","86"
"667","Mon, Jan 23, 2017","7:00 pm","Washington Wizards","109","Charlotte Hornets","99"
"668","Mon, Jan 23, 2017","7:30 pm","Sacramento Kings","109","Detroit Pistons","104"
"669","Mon, Jan 23, 2017","8:00 pm","New York Knicks","109","Indiana Pacers","103"
"670","Mon, Jan 23, 2017","7:30 pm","Golden State Warriors","102","Miami Heat","105"
"671","Mon, Jan 23, 2017","8:00 pm","Houston Rockets","114","Milwaukee Bucks","127"
"672","Mon, Jan 23, 2017","8:00 pm","Cleveland Cavaliers","122","New Orleans Pelicans","124"
"673","Mon, Jan 23, 2017","9:00 pm","Oklahoma City Thunder","97","Utah Jazz","95"
"674","Tue, Jan 24, 2017","9:00 pm","Utah Jazz","93","Denver Nuggets","103"
"675","Tue, Jan 24, 2017","7:00 pm","Chicago Bulls","100","Orlando Magic","92"
"676","Tue, Jan 24, 2017","7:00 pm","Los Angeles Clippers","110","Philadelphia 76ers","121"
"677","Tue, Jan 24, 2017","9:00 pm","Minnesota Timberwolves","112","Phoenix Suns","111"
"678","Tue, Jan 24, 2017","7:00 pm","San Antonio Spurs","108","Toronto Raptors","106"
"679","Tue, Jan 24, 2017","7:00 pm","Boston Celtics","108","Washington Wizards","123"
"680","Wed, Jan 25, 2017","7:30 pm","Houston Rockets","109","Boston Celtics","120"
"681","Wed, Jan 25, 2017","7:30 pm","Miami Heat","109","Brooklyn Nets","106"
"682","Wed, Jan 25, 2017","8:00 pm","Atlanta Hawks","119","Chicago Bulls","114"
"683","Wed, Jan 25, 2017","8:00 pm","Golden State Warriors","113","Charlotte Hornets","103"
"684","Wed, Jan 25, 2017","7:00 pm","Sacramento Kings","116","Cleveland Cavaliers","112"
"685","Wed, Jan 25, 2017","8:30 pm","New York Knicks","95","Dallas Mavericks","103"
"686","Wed, Jan 25, 2017","8:00 pm","Toronto Raptors","99","Memphis Grizzlies","101"
"687","Wed, Jan 25, 2017","8:00 pm","Philadelphia 76ers","114","Milwaukee Bucks","109"
"688","Wed, Jan 25, 2017","8:00 pm","Oklahoma City Thunder","114","New Orleans Pelicans","105"
"689","Wed, Jan 25, 2017","10:30 pm","Los Angeles Lakers","98","Portland Trail Blazers","105"
"690","Thu, Jan 26, 2017","9:00 pm","Phoenix Suns","120","Denver Nuggets","127"
"691","Thu, Jan 26, 2017","8:00 pm","Indiana Pacers","109","Minnesota Timberwolves","103"
"692","Thu, Jan 26, 2017","8:00 pm","Dallas Mavericks","98","Oklahoma City Thunder","109"
"693","Thu, Jan 26, 2017","10:30 pm","Los Angeles Lakers","88","Utah Jazz","96"
"694","Fri, Jan 27, 2017","8:00 pm","Washington Wizards","112","Atlanta Hawks","86"
"695","Fri, Jan 27, 2017","7:30 pm","Orlando Magic","98","Boston Celtics","128"
"696","Fri, Jan 27, 2017","8:00 pm","Miami Heat","100","Chicago Bulls","88"
"697","Fri, Jan 27, 2017","7:30 pm","Brooklyn Nets","116","Cleveland Cavaliers","124"
"698","Fri, Jan 27, 2017","7:00 pm","Sacramento Kings","111","Indiana Pacers","115"
"699","Fri, Jan 27, 2017","8:00 pm","San Antonio Spurs","103","New Orleans Pelicans","119"
"700","Fri, Jan 27, 2017","7:30 pm","Charlotte Hornets","107","New York Knicks","110"
"701","Fri, Jan 27, 2017","8:00 pm","Houston Rockets","123","Philadelphia 76ers","118"
"702","Fri, Jan 27, 2017","10:00 pm","Memphis Grizzlies","109","Portland Trail Blazers","112"
"703","Fri, Jan 27, 2017","7:30 pm","Milwaukee Bucks","86","Toronto Raptors","102"
"704","Sat, Jan 28, 2017","7:00 pm","Sacramento Kings","109","Charlotte Hornets","106"
"705","Sat, Jan 28, 2017","8:30 pm","Los Angeles Clippers","98","Golden State Warriors","144"
"706","Sat, Jan 28, 2017","7:30 pm","Detroit Pistons","103","Miami Heat","116"
"707","Sat, Jan 28, 2017","8:00 pm","Boston Celtics","112","Milwaukee Bucks","108"
"708","Sat, Jan 28, 2017","9:00 pm","Brooklyn Nets","109","Minnesota Timberwolves","129"
"709","Sat, Jan 28, 2017","9:00 pm","Denver Nuggets","123","Phoenix Suns","112"
"710","Sat, Jan 28, 2017","9:00 pm","Memphis Grizzlies","102","Utah Jazz","95"
"711","Sun, Jan 29, 2017","3:00 pm","New York Knicks","139","Atlanta Hawks","142"
"712","Sun, Jan 29, 2017","7:00 pm","Philadelphia 76ers","108","Chicago Bulls","121"
"713","Sun, Jan 29, 2017","3:30 pm","Oklahoma City Thunder","91","Cleveland Cavaliers","107"
"714","Sun, Jan 29, 2017","6:00 pm","Houston Rockets","101","Indiana Pacers","120"
"715","Sun, Jan 29, 2017","6:00 pm","Washington Wizards","107","New Orleans Pelicans","94"
"716","Sun, Jan 29, 2017","9:00 pm","Golden State Warriors","113","Portland Trail Blazers","111"
"717","Sun, Jan 29, 2017","7:00 pm","Dallas Mavericks","105","San Antonio Spurs","101"
"718","Sun, Jan 29, 2017","6:00 pm","Orlando Magic","114","Toronto Raptors","113"
"719","Mon, Jan 30, 2017","8:00 pm","Detroit Pistons","109","Boston Celtics","113"
"720","Mon, Jan 30, 2017","8:30 pm","Cleveland Cavaliers","97","Dallas Mavericks","104"
"721","Mon, Jan 30, 2017","7:30 pm","Brooklyn Nets","96","Miami Heat","104"
"722","Mon, Jan 30, 2017","8:00 pm","Orlando Magic","105","Minnesota Timberwolves","111"
"723","Mon, Jan 30, 2017","6:00 pm","Sacramento Kings","119","Philadelphia 76ers","122"
"724","Mon, Jan 30, 2017","10:30 pm","Memphis Grizzlies","115","Phoenix Suns","96"
"725","Tue, Jan 31, 2017","8:00 pm","Sacramento Kings","83","Houston Rockets","105"
"726","Tue, Jan 31, 2017","10:30 pm","Denver Nuggets","116","Los Angeles Lakers","120"
"727","Tue, Jan 31, 2017","10:00 pm","Charlotte Hornets","98","Portland Trail Blazers","115"
"728","Tue, Jan 31, 2017","8:30 pm","Oklahoma City Thunder","94","San Antonio Spurs","108"
"729","Tue, Jan 31, 2017","7:00 pm","New Orleans Pelicans","106","Toronto Raptors","108"
"730","Tue, Jan 31, 2017","7:00 pm","New York Knicks","101","Washington Wizards","117"
"731","Wed, Feb 1, 2017","7:30 pm","Toronto Raptors","104","Boston Celtics","109"
"732","Wed, Feb 1, 2017","7:30 pm","New York Knicks","95","Brooklyn Nets","90"
"733","Wed, Feb 1, 2017","7:00 pm","Minnesota Timberwolves","97","Cleveland Cavaliers","125"
"734","Wed, Feb 1, 2017","8:30 pm","Philadelphia 76ers","95","Dallas Mavericks","113"
"735","Wed, Feb 1, 2017","9:00 pm","Memphis Grizzlies","119","Denver Nuggets","99"
"736","Wed, Feb 1, 2017","7:30 pm","New Orleans Pelicans","98","Detroit Pistons","118"
"737","Wed, Feb 1, 2017","10:30 pm","Charlotte Hornets","111","Golden State Warriors","126"
"738","Wed, Feb 1, 2017","7:30 pm","Atlanta Hawks","93","Miami Heat","116"
"739","Wed, Feb 1, 2017","9:30 pm","Chicago Bulls","128","Oklahoma City Thunder","100"
"740","Wed, Feb 1, 2017","7:00 pm","Indiana Pacers","98","Orlando Magic","88"
"741","Wed, Feb 1, 2017","9:00 pm","Los Angeles Clippers","124","Phoenix Suns","114"
"742","Wed, Feb 1, 2017","9:00 pm","Milwaukee Bucks","88","Utah Jazz","104"
"743","Thu, Feb 2, 2017","8:00 pm","Atlanta Hawks","113","Houston Rockets","108"
"744","Thu, Feb 2, 2017","10:30 pm","Golden State Warriors","133","Los Angeles Clippers","120"
"745","Thu, Feb 2, 2017","8:30 pm","Philadelphia 76ers","86","San Antonio Spurs","102"
"746","Thu, Feb 2, 2017","7:00 pm","Los Angeles Lakers","108","Washington Wizards","116"
"747","Fri, Feb 3, 2017","8:00 pm","Los Angeles Lakers","107","Boston Celtics","113"
"748","Fri, Feb 3, 2017","7:30 pm","Indiana Pacers","106","Brooklyn Nets","97"
"749","Fri, Feb 3, 2017","9:00 pm","Milwaukee Bucks","117","Denver Nuggets","121"
"750","Fri, Feb 3, 2017","7:30 pm","Minnesota Timberwolves","108","Detroit Pistons","116"
"751","Fri, Feb 3, 2017","8:00 pm","Chicago Bulls","117","Houston Rockets","121"
"752","Fri, Feb 3, 2017","8:00 pm","Memphis Grizzlies","102","Oklahoma City Thunder","114"
"753","Fri, Feb 3, 2017","7:00 pm","Toronto Raptors","94","Orlando Magic","102"
"754","Fri, Feb 3, 2017","10:30 pm","Dallas Mavericks","108","Portland Trail Blazers","104"
"755","Fri, Feb 3, 2017","10:30 pm","Phoenix Suns","105","Sacramento Kings","103"
"756","Sat, Feb 4, 2017","7:00 pm","Orlando Magic","86","Atlanta Hawks","113"
"757","Sat, Feb 4, 2017","7:00 pm","Detroit Pistons","84","Indiana Pacers","105"
"758","Sat, Feb 4, 2017","7:30 pm","Philadelphia 76ers","102","Miami Heat","125"
"759","Sat, Feb 4, 2017","9:00 pm","Memphis Grizzlies","107","Minnesota Timberwolves","99"
"760","Sat, Feb 4, 2017","8:30 pm","Cleveland Cavaliers","111","New York Knicks","104"
"761","Sat, Feb 4, 2017","9:00 pm","Milwaukee Bucks","137","Phoenix Suns","112"
"762","Sat, Feb 4, 2017","10:30 pm","Golden State Warriors","106","Sacramento Kings","109"
"763","Sat, Feb 4, 2017","9:00 pm","Denver Nuggets","97","San Antonio Spurs","121"
"764","Sat, Feb 4, 2017","9:00 pm","Charlotte Hornets","98","Utah Jazz","105"
"765","Sat, Feb 4, 2017","7:00 pm","New Orleans Pelicans","91","Washington Wizards","105"
"766","Sun, Feb 5, 2017","2:00 pm","Los Angeles Clippers","102","Boston Celtics","107"
"767","Sun, Feb 5, 2017","12:00 pm","Toronto Raptors","103","Brooklyn Nets","95"
"768","Sun, Feb 5, 2017","3:00 pm","Portland Trail Blazers","99","Oklahoma City Thunder","105"
"769","Mon, Feb 6, 2017","7:30 pm","Utah Jazz","120","Atlanta Hawks","95"
"770","Mon, Feb 6, 2017","9:00 pm","Dallas Mavericks","87","Denver Nuggets","110"
"771","Mon, Feb 6, 2017","7:30 pm","Philadelphia 76ers","96","Detroit Pistons","113"
"772","Mon, Feb 6, 2017","7:00 pm","Oklahoma City Thunder","90","Indiana Pacers","93"
"773","Mon, Feb 6, 2017","9:30 pm","San Antonio Spurs","74","Memphis Grizzlies","89"
"774","Mon, Feb 6, 2017","8:00 pm","Miami Heat","115","Minnesota Timberwolves","113"
"775","Mon, Feb 6, 2017","8:00 pm","Phoenix Suns","106","New Orleans Pelicans","111"
"776","Mon, Feb 6, 2017","7:00 pm","Los Angeles Lakers","121","New York Knicks","107"
"777","Mon, Feb 6, 2017","10:30 pm","Chicago Bulls","112","Sacramento Kings","107"
"778","Mon, Feb 6, 2017","7:30 pm","Los Angeles Clippers","109","Toronto Raptors","118"
"779","Mon, Feb 6, 2017","7:00 pm","Cleveland Cavaliers","140","Washington Wizards","135"
"780","Tue, Feb 7, 2017","7:00 pm","Brooklyn Nets","107","Charlotte Hornets","111"
"781","Tue, Feb 7, 2017","8:30 pm","Portland Trail Blazers","114","Dallas Mavericks","113"
"782","Tue, Feb 7, 2017","8:00 pm","Orlando Magic","104","Houston Rockets","128"
"783","Wed, Feb 8, 2017","7:30 pm","Denver Nuggets","106","Atlanta Hawks","117"
"784","Wed, Feb 8, 2017","7:30 pm","Washington Wizards","114","Brooklyn Nets","110"
"785","Wed, Feb 8, 2017","7:30 pm","Los Angeles Lakers","102","Detroit Pistons","121"
"786","Wed, Feb 8, 2017","10:30 pm","Chicago Bulls","92","Golden State Warriors","123"
"787","Wed, Feb 8, 2017","7:00 pm","Cleveland Cavaliers","132","Indiana Pacers","117"
"788","Wed, Feb 8, 2017","8:00 pm","Phoenix Suns","91","Memphis Grizzlies","110"
"789","Wed, Feb 8, 2017","8:00 pm","Miami Heat","106","Milwaukee Bucks","88"
"790","Wed, Feb 8, 2017","8:00 pm","Toronto Raptors","109","Minnesota Timberwolves","112"
"791","Wed, Feb 8, 2017","8:00 pm","Utah Jazz","127","New Orleans Pelicans","94"
"792","Wed, Feb 8, 2017","8:00 pm","Los Angeles Clippers","119","New York Knicks","115"
"793","Wed, Feb 8, 2017","7:00 pm","San Antonio Spurs","111","Philadelphia 76ers","103"
"794","Wed, Feb 8, 2017","10:30 pm","Boston Celtics","92","Sacramento Kings","108"
"795","Thu, Feb 9, 2017","7:00 pm","Houston Rockets","107","Charlotte Hornets","95"
"796","Thu, Feb 9, 2017","8:30 pm","Utah Jazz","105","Dallas Mavericks","112"
"797","Thu, Feb 9, 2017","8:00 pm","Cleveland Cavaliers","109","Oklahoma City Thunder","118"
"798","Thu, Feb 9, 2017","7:00 pm","Philadelphia 76ers","112","Orlando Magic","111"
"799","Thu, Feb 9, 2017","10:30 pm","Boston Celtics","120","Portland Trail Blazers","111"
"800","Fri, Feb 10, 2017","7:30 pm","Miami Heat","108","Brooklyn Nets","99"
"801","Fri, Feb 10, 2017","7:30 pm","San Antonio Spurs","103","Detroit Pistons","92"
"802","Fri, Feb 10, 2017","8:00 pm","Golden State Warriors","122","Memphis Grizzlies","107"
"803","Fri, Feb 10, 2017","8:00 pm","Los Angeles Lakers","122","Milwaukee Bucks","114"
"804","Fri, Feb 10, 2017","8:00 pm","New Orleans Pelicans","122","Minnesota Timberwolves","106"
"805","Fri, Feb 10, 2017","7:30 pm","Denver Nuggets","131","New York Knicks","123"
"806","Fri, Feb 10, 2017","10:30 pm","Chicago Bulls","97","Phoenix Suns","115"
"807","Fri, Feb 10, 2017","10:30 pm","Atlanta Hawks","107","Sacramento Kings","108"
"808","Fri, Feb 10, 2017","8:00 pm","Indiana Pacers","107","Washington Wizards","112"
"809","Sat, Feb 11, 2017","5:00 pm","Los Angeles Clippers","107","Charlotte Hornets","102"
"810","Sat, Feb 11, 2017","7:30 pm","Denver Nuggets","109","Cleveland Cavaliers","125"
"811","Sat, Feb 11, 2017","9:00 pm","Orlando Magic","80","Dallas Mavericks","112"
"812","Sat, Feb 11, 2017","9:00 pm","Phoenix Suns","102","Houston Rockets","133"
"813","Sat, Feb 11, 2017","7:00 pm","Milwaukee Bucks","116","Indiana Pacers","100"
"814","Sat, Feb 11, 2017","8:30 pm","Golden State Warriors","130","Oklahoma City Thunder","114"
"815","Sat, Feb 11, 2017","7:30 pm","Miami Heat","109","Philadelphia 76ers","117"
"816","Sat, Feb 11, 2017","10:00 pm","Boston Celtics","112","Utah Jazz","104"
"817","Sun, Feb 12, 2017","3:30 pm","Chicago Bulls","89","Minnesota Timberwolves","117"
"818","Sun, Feb 12, 2017","3:30 pm","San Antonio Spurs","90","New York Knicks","94"
"819","Sun, Feb 12, 2017","9:00 pm","New Orleans Pelicans","99","Sacramento Kings","105"
"820","Sun, Feb 12, 2017","6:00 pm","Detroit Pistons","102","Toronto Raptors","101"
"821","Mon, Feb 13, 2017","7:30 pm","Memphis Grizzlies","112","Brooklyn Nets","103"
"822","Mon, Feb 13, 2017","7:00 pm","Philadelphia 76ers","105","Charlotte Hornets","99"
"823","Mon, Feb 13, 2017","8:30 pm","Boston Celtics","111","Dallas Mavericks","98"
"824","Mon, Feb 13, 2017","9:00 pm","Golden State Warriors","110","Denver Nuggets","132"
"825","Mon, Feb 13, 2017","7:00 pm","San Antonio Spurs","110","Indiana Pacers","106"
"826","Mon, Feb 13, 2017","7:30 pm","Orlando Magic","116","Miami Heat","107"
"827","Mon, Feb 13, 2017","8:00 pm","Detroit Pistons","89","Milwaukee Bucks","102"
"828","Mon, Feb 13, 2017","9:00 pm","New Orleans Pelicans","110","Phoenix Suns","108"
"829","Mon, Feb 13, 2017","10:30 pm","Atlanta Hawks","109","Portland Trail Blazers","104"
"830","Mon, Feb 13, 2017","9:00 pm","Los Angeles Clippers","88","Utah Jazz","72"
"831","Mon, Feb 13, 2017","8:00 pm","Oklahoma City Thunder","98","Washington Wizards","120"
"832","Tue, Feb 14, 2017","8:00 pm","Toronto Raptors","94","Chicago Bulls","105"
"833","Tue, Feb 14, 2017","10:30 pm","Sacramento Kings","97","Los Angeles Lakers","96"
"834","Tue, Feb 14, 2017","8:00 pm","Cleveland Cavaliers","116","Minnesota Timberwolves","108"
"835","Wed, Feb 15, 2017","7:30 pm","Philadelphia 76ers","108","Boston Celtics","116"
"836","Wed, Feb 15, 2017","7:30 pm","Milwaukee Bucks","129","Brooklyn Nets","125"
"837","Wed, Feb 15, 2017","7:00 pm","Indiana Pacers","104","Cleveland Cavaliers","113"
"838","Wed, Feb 15, 2017","9:00 pm","Minnesota Timberwolves","112","Denver Nuggets","99"
"839","Wed, Feb 15, 2017","7:30 pm","Dallas Mavericks","91","Detroit Pistons","98"
"840","Wed, Feb 15, 2017","10:30 pm","Sacramento Kings","86","Golden State Warriors","109"
"841","Wed, Feb 15, 2017","8:00 pm","Miami Heat","117","Houston Rockets","109"
"842","Wed, Feb 15, 2017","10:30 pm","Atlanta Hawks","84","Los Angeles Clippers","99"
"843","Wed, Feb 15, 2017","8:00 pm","New Orleans Pelicans","95","Memphis Grizzlies","91"
"844","Wed, Feb 15, 2017","9:30 pm","New York Knicks","105","Oklahoma City Thunder","116"
"845","Wed, Feb 15, 2017","7:00 pm","San Antonio Spurs","107","Orlando Magic","79"
"846","Wed, Feb 15, 2017","9:00 pm","Los Angeles Lakers","101","Phoenix Suns","137"
"847","Wed, Feb 15, 2017","7:30 pm","Charlotte Hornets","85","Toronto Raptors","90"
"848","Wed, Feb 15, 2017","9:00 pm","Portland Trail Blazers","88","Utah Jazz","111"
"849","Thu, Feb 16, 2017","8:00 pm","Boston Celtics","103","Chicago Bulls","104"
"850","Thu, Feb 16, 2017","7:00 pm","Washington Wizards","111","Indiana Pacers","98"
"851","Thu, Feb 23, 2017","8:00 pm","New York Knicks","104","Cleveland Cavaliers","119"
"852","Thu, Feb 23, 2017","7:30 pm","Charlotte Hornets","108","Detroit Pistons","114"
"853","Thu, Feb 23, 2017","10:30 pm","Los Angeles Clippers","113","Golden State Warriors","123"
"854","Thu, Feb 23, 2017","8:00 pm","Houston Rockets","129","New Orleans Pelicans","99"
"855","Thu, Feb 23, 2017","7:00 pm","Portland Trail Blazers","112","Orlando Magic","103"
"856","Thu, Feb 23, 2017","10:30 pm","Denver Nuggets","100","Sacramento Kings","116"
"857","Fri, Feb 24, 2017","8:00 pm","Miami Heat","108","Atlanta Hawks","90"
"858","Fri, Feb 24, 2017","8:00 pm","Phoenix Suns","121","Chicago Bulls","128"
"859","Fri, Feb 24, 2017","9:00 pm","Brooklyn Nets","109","Denver Nuggets","129"
"860","Fri, Feb 24, 2017","7:00 pm","Memphis Grizzlies","92","Indiana Pacers","102"
"861","Fri, Feb 24, 2017","10:30 pm","San Antonio Spurs","105","Los Angeles Clippers","97"
"862","Fri, Feb 24, 2017","8:00 pm","Utah Jazz","109","Milwaukee Bucks","95"
"863","Fri, Feb 24, 2017","8:00 pm","Dallas Mavericks","84","Minnesota Timberwolves","97"
"864","Fri, Feb 24, 2017","8:00 pm","Los Angeles Lakers","93","Oklahoma City Thunder","110"
"865","Fri, Feb 24, 2017","7:00 pm","Washington Wizards","112","Philadelphia 76ers","120"
"866","Fri, Feb 24, 2017","8:00 pm","Boston Celtics","97","Toronto Raptors","107"
"867","Sat, Feb 25, 2017","8:30 pm","Chicago Bulls","117","Cleveland Cavaliers","99"
