No,Player,G,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,Pct,Ftm-a,Pct,eff
313,K. Humphries,56,12.3,4.6,3.7,0.5,0.3,0.4,0.5,1.2,2.6,1.1,1.6-3.8,0.405,0.3-1.0,0.352,1.1-1.5,0.78,6.3
314,J. Jerebko,78,15.8,3.8,3.5,0.9,0.3,0.2,0.5,1.6,2.7,0.8,1.5-3.3,0.437,0.6-1.7,0.346,0.3-0.5,0.703,6.3
315,K. Anderson,72,14.2,3.4,2.9,1.3,0.7,0.4,0.5,0.9,2.4,0.5,1.3-2.9,0.445,0.2-0.6,0.375,0.6-0.8,0.789,6.3
316,R. Jefferson,79,20.4,5.7,2.5,1,0.3,0.1,0.7,1.9,2.2,0.4,1.9-4.3,0.446,0.8-2.4,0.333,1.0-1.4,0.741,6.2
317,M. Thornton,33,17.4,6.6,2.3,1.2,0.6,0.1,0.8,1.5,1.6,0.7,2.5-6.4,0.4,0.8-2.4,0.35,0.7-0.8,0.852,6.1
318,K. Seraphin,49,11.4,4.7,2.9,0.5,0.1,0.4,0.6,1.3,2.1,0.9,2.2-4.0,0.551,0.0-0.0,-,0.3-0.4,0.636,6.1
319,R. Sessions,50,16.2,6.2,1.5,2.6,0.5,0.1,0.9,0.9,1.3,0.2,2.0-5.3,0.38,0.4-1.2,0.339,1.8-2.4,0.771,6.1
320,T. Prince,59,16.6,5.7,2.6,0.9,0.7,0.4,1.1,1.6,2.2,0.4,1.9-4.8,0.399,0.6-1.7,0.324,1.3-1.6,0.787,6.1
321,L. Allen,61,14.3,2.9,3.6,0.9,0.3,0.4,0.5,1.3,1.9,1.7,1.3-2.8,0.458,0.0-0.0,-,0.4-0.5,0.697,6
322,T. Williams,30,18.6,6.2,2.3,0.8,0.9,0.3,1.1,2,1.8,0.5,2.4-5.5,0.44,0.6-2.1,0.29,0.7-1.1,0.656,6
323,T. Lyles,71,16.3,6.2,3.3,1,0.4,0.3,0.9,1.4,2.6,0.7,2.2-6.2,0.362,0.9-2.9,0.319,0.8-1.1,0.722,6
324,A. Burks,42,15.5,6.7,2.9,0.7,0.4,0.1,0.8,1.2,2.5,0.4,2.4-5.9,0.399,0.6-1.8,0.329,1.4-1.9,0.769,6
325,R. Stuckey,39,17.9,7.2,2.2,2.2,0.4,0,1.4,1.1,2,0.2,2.3-6.3,0.373,0.5-1.5,0.317,2.1-2.7,0.748,5.9
326,A. Bennett,23,11.5,5,3.4,0.5,0.2,0.1,0.5,0.8,2.3,1.1,1.7-4.0,0.413,0.6-2.1,0.271,1.1-1.6,0.722,5.9
327,K. Dunn,78,17.1,3.8,2.1,2.4,1,0.5,1.1,2.3,1.8,0.3,1.5-4.0,0.377,0.3-0.9,0.288,0.5-0.8,0.61,5.8
328,H. Thompson,40,18.8,5.1,2.8,0.9,0.5,0.2,0.3,1.7,2.3,0.5,1.9-5.0,0.385,0.8-2.4,0.337,0.5-0.7,0.655,5.8
329,D. Williams,50,16.1,6.1,2.6,0.6,0.3,0.2,0.6,1.2,2.2,0.4,2.2-4.9,0.444,0.6-1.9,0.309,1.2-1.8,0.652,5.8
330,T. Luwawu-Cabarrot,69,17.2,6.4,2.2,1.1,0.4,0.1,1.1,2.2,1.8,0.4,2.1-5.2,0.403,0.7-2.3,0.311,1.5-1.8,0.854,5.8
331,D. Exum,66,18.6,6.2,2,1.7,0.3,0.2,1.2,2.2,1.5,0.5,2.3-5.5,0.426,0.7-2.3,0.295,0.9-1.1,0.795,5.8
332,C. Parsons,34,19.8,6.2,2.5,1.6,0.6,0.2,0.7,1.5,2.3,0.2,2.2-6.5,0.338,0.7-2.7,0.269,1.0-1.3,0.814,5.8
333,B. Diaw,73,17.6,4.6,2.2,2.3,0.2,0.1,1.2,1.1,1.5,0.6,2.0-4.5,0.446,0.3-1.1,0.247,0.4-0.5,0.743,5.7
334,R. Foye,69,18.6,5.2,2.2,2,0.5,0.1,1.2,1.4,2.1,0.1,1.7-4.7,0.363,1.0-2.9,0.33,0.8-0.9,0.857,5.7
335,M. Dunleavy,53,15.8,5.2,2.2,1,0.3,0.1,0.5,1.3,1.8,0.3,1.8-4.2,0.423,1.0-2.5,0.396,0.7-0.8,0.8,5.7
336,M. Kuzminskas,68,14.9,6.3,1.9,1,0.4,0.2,0.7,1.2,1.2,0.7,2.3-5.4,0.429,0.8-2.5,0.321,0.8-1.0,0.809,5.7
337,J. Uthoff,9,12.7,4.4,2.6,1,0.2,0.4,0.3,0.9,1.7,0.9,1.8-4.2,0.421,0.3-1.0,0.333,0.6-0.8,0.714,5.7
338,P. Zipser,44,19.2,5.5,2.8,0.8,0.3,0.4,0.9,1.8,2.5,0.3,2.0-5.0,0.398,0.8-2.3,0.333,0.7-0.9,0.775,5.7
339,D. Finney-Smith,81,20.3,4.3,2.8,0.8,0.6,0.3,0.6,1.5,2.1,0.7,1.5-4.1,0.371,0.7-2.4,0.293,0.6-0.8,0.754,5.5
340,T. Jones,60,12.9,3.5,1.1,2.6,0.8,0.1,0.6,0.8,1,0.2,1.3-3.0,0.414,0.4-1.2,0.356,0.6-0.7,0.767,5.5
341,J. Martin,42,13.3,3.9,3.9,0.2,0.4,0.2,0.7,2.2,2.9,1,1.4-3.6,0.382,0.2-0.6,0.346,1.0-1.2,0.8,5.5
342,L. Barbosa,67,14.4,6.3,1.6,1.2,0.5,0.1,0.7,1.2,1.3,0.3,2.6-5.9,0.438,0.5-1.5,0.357,0.6-0.7,0.889,5.5
343,R. Bullock,31,15.1,4.5,2.1,0.9,0.6,0.1,0.3,0.7,1.7,0.4,1.7-4.1,0.422,0.9-2.4,0.384,0.2-0.2,0.714,5.5
344,D. Motiejunas,34,14.1,4.4,3.1,1,0.5,0.3,0.9,1.6,2.2,0.8,1.7-4.1,0.413,0.3-1.4,0.234,0.7-1.4,0.51,5.4
345,M. Teletovic,70,16.2,6.4,2.3,0.7,0.2,0.2,0.5,1.6,2.2,0.2,2.2-6.0,0.373,1.5-4.4,0.341,0.5-0.6,0.778,5.4
346,M. Delaney,73,17.1,5.4,1.7,2.7,0.5,0,1.3,1.5,1.6,0.2,2.0-5.3,0.375,0.4-1.5,0.239,1.0-1.3,0.806,5.4
347,J. Terry,74,18.4,4.1,1.4,1.3,0.6,0.3,0.5,1.3,1.2,0.2,1.4-3.3,0.432,1.0-2.3,0.427,0.3-0.4,0.828,5.4
348,C. Brewer,82,15.6,4.5,2,1.2,0.7,0.2,0.7,1.6,1.6,0.4,1.8-4.2,0.422,0.3-1.4,0.229,0.6-0.8,0.735,5.4
349,T. Splitter,8,9.5,4.9,2.8,0.5,0.1,0.1,0.8,1,1.8,1,1.8-3.9,0.452,0.3-0.8,0.333,1.1-1.4,0.818,5.3
350,D. Valentine,57,17.1,5.1,2.6,1.1,0.5,0.1,0.9,1.5,2.5,0.2,1.8-5.1,0.354,1.3-3.6,0.351,0.2-0.3,0.778,5.3
351,C. Randle,26,11.5,5.3,1.3,1.3,0.3,0.1,0.7,1.5,1.1,0.3,1.5-3.8,0.408,0.6-1.8,0.34,1.6-1.7,0.953,5.3
352,C. Watson,62,16.3,4.5,1.4,1.9,0.7,0,0.8,1.4,1.2,0.2,1.5-4.0,0.387,0.5-1.7,0.305,0.9-1.1,0.864,5.2
353,T. Daniels,67,17.7,8.2,1.5,0.7,0.3,0,0.7,1.3,1.2,0.3,2.8-7.4,0.373,2.1-5.3,0.388,0.6-0.8,0.796,5.2
354,J. Poeltl,54,11.6,3.1,3.1,0.2,0.3,0.4,0.6,2.1,1.6,1.4,1.2-2.1,0.583,0.0-0.0,-,0.6-1.1,0.544,5.1
355,S. Johnson,77,17.8,4.4,2.5,1.4,0.7,0.3,0.9,1.6,2,0.5,1.7-4.7,0.353,0.6-2.0,0.292,0.5-0.7,0.679,5
356,B. Rush,47,21.9,4.2,2.1,1,0.4,0.5,0.6,0.9,1.8,0.4,1.5-4.0,0.372,0.9-2.4,0.386,0.3-0.4,0.722,5
357,D. Jones,1,12,9,2,1,0,0,1,1,1,1,3.0-8.0,0.375,0.0-2.0,-,3.0-4.0,0.75,5
358,C. Onuaku,5,10.3,2.8,2,0.6,0.6,0.2,0.8,1.2,1.6,0.4,1.0-1.4,0.714,0.0-0.0,-,0.8-0.8,1,5
359,T. Zeller,51,10.3,3.5,2.4,0.8,0.1,0.5,0.4,1.2,1.6,0.8,1.5-3.1,0.494,0.0-0.0,-,0.4-0.8,0.564,5
360,L. Babbitt,68,15.7,4.8,2.1,0.5,0.3,0.2,0.4,1.7,1.9,0.2,1.7-4.1,0.402,1.3-3.1,0.414,0.2-0.2,0.733,4.9
361,D. Bertans,67,12.1,4.5,1.5,0.7,0.3,0.4,0.5,1.1,1.1,0.3,1.5-3.5,0.44,1.0-2.6,0.399,0.4-0.5,0.824,4.9
362,Q. Cook,14,13.4,5.6,0.5,1.9,0.3,0,0.9,0.9,0.4,0.1,2.4-4.6,0.508,0.8-1.9,0.423,0.1-0.4,0.4,4.9
363,A. Abrines,68,15.5,6,1.2,0.6,0.5,0.1,0.5,1.7,1,0.3,2.0-5.0,0.393,1.4-3.6,0.381,0.6-0.7,0.898,4.9
364,R. Baker,52,16.5,4.1,1.9,2.1,0.7,0.1,1.1,1.4,1.7,0.2,1.6-4.2,0.378,0.4-1.6,0.271,0.5-0.8,0.651,4.9
365,J. Withey,51,8.5,2.9,2.4,0.1,0.3,0.6,0.3,1,1.4,1,1.1-2.0,0.534,0.0-0.0,-,0.7-0.9,0.75,4.8
366,G. Green,47,11.4,5.6,1.8,0.7,0.2,0.1,0.6,1,1.4,0.4,2.0-5.0,0.408,0.8-2.4,0.351,0.7-0.9,0.805,4.8
367,A. Brown,11,14.5,3.9,3,0.7,0.5,0.2,0.5,1.4,2.3,0.7,1.6-4.5,0.36,0.6-2.5,0.259,0.0-0.0,-,4.8
368,T. Maker,57,9.9,4,2,0.4,0.2,0.5,0.3,1.5,1.3,0.7,1.5-3.2,0.459,0.5-1.3,0.378,0.6-0.9,0.653,4.7
369,J. Calderon,41,13.1,3.4,1.8,2.1,0.3,0,1,0.9,1.4,0.4,1.3-3.3,0.41,0.5-1.6,0.313,0.3-0.3,0.917,4.7
370,P. McCaw,71,15.1,4,1.4,1.1,0.5,0.2,0.5,0.9,1.1,0.3,1.5-3.5,0.433,0.6-1.7,0.333,0.4-0.5,0.784,4.6
371,A. Brooks,65,13.7,5,1.1,1.9,0.4,0.1,1,1.4,0.8,0.3,1.9-4.6,0.403,0.7-2.0,0.375,0.5-0.6,0.8,4.6
372,C. Andersen,12,9.5,2.3,2.6,0.4,0.4,0.6,0.4,1.7,1.8,0.8,0.8-1.8,0.409,0.0-0.3,-,0.8-1.2,0.714,4.5
373,T. Burke,57,12.3,5,0.8,1.8,0.2,0.1,0.8,0.9,0.7,0.1,2.0-4.5,0.457,0.5-1.2,0.443,0.4-0.5,0.759,4.5
374,K. Looney,53,8.4,2.5,2.3,0.5,0.3,0.3,0.3,1.2,1.5,0.8,1.1-2.0,0.523,0.0-0.2,0.222,0.4-0.6,0.618,4.5
375,J. Jack,2,16.5,3,0,2.5,1,0,1.5,2,0,0,1.0-1.5,0.667,0.0-0.5,-,1.0-1.0,1,4.5
376,J. Gibson,17,13.6,6.2,1.3,1.6,0.5,0,1.2,1.2,1.2,0.1,2.1-5.6,0.368,0.9-2.6,0.333,1.2-1.7,0.724,4.4
377,W. Johnson,68,11.9,2.7,2.6,0.3,0.4,0.5,0.3,1.2,2.3,0.4,1.1-3.0,0.363,0.4-1.7,0.248,0.2-0.3,0.647,4.4
378,C. Aldrich,62,8.6,1.7,2.5,0.4,0.4,0.4,0.3,1.4,1.7,0.8,0.7-1.4,0.523,0.0-0.0,-,0.2-0.4,0.682,4.4
379,P. Jackson,8,10.5,4.4,1.1,2.4,0.3,0,0.4,0.6,1,0.1,1.6-4.9,0.333,0.4-1.4,0.273,0.8-0.9,0.857,4.4
380,M. Hezonja,65,14.8,4.9,2.3,1,0.4,0.2,0.9,1.1,2,0.3,1.8-5.1,0.355,0.7-2.2,0.299,0.6-0.8,0.8,4.4
381,G. Payton II,6,16.5,3.3,2,2.2,0.5,0.7,1.7,1.5,2,0,1.3-3.7,0.364,0.2-1.5,0.111,0.5-0.8,0.6,4.3
382,K. McDaniels,49,10.3,4.2,1.7,0.3,0.4,0.4,0.6,1,1.3,0.3,1.6-3.5,0.453,0.4-1.4,0.299,0.7-0.8,0.842,4.2
383,O. White,35,13.5,2.8,2.4,0.6,0.3,0.3,0.5,1.5,1.6,0.7,0.9-2.5,0.379,0.3-1.0,0.353,0.6-0.6,0.909,4.2
384,T. Ennis,53,11.1,4.3,0.9,1.6,0.5,0,0.8,1.1,0.7,0.2,1.7-3.9,0.433,0.5-1.3,0.386,0.4-0.5,0.84,4.2
385,S. Napier,53,9.7,4.1,1.1,1.3,0.6,0,0.8,0.7,1,0.2,1.4-3.5,0.395,0.6-1.8,0.362,0.7-0.9,0.776,4.1
386,C. Wood,13,8.2,2.7,2.2,0.2,0.2,0.5,0.5,0.8,1.2,1.1,0.9-1.8,0.522,0.0-0.4,-,0.8-1.2,0.733,4.1
387,A. Payne,18,7.5,3.5,1.8,0.4,0.4,0.4,0.4,1.8,1.3,0.5,1.3-3.0,0.426,0.2-0.8,0.2,0.8-1.1,0.737,4.1
388,J. McAdoo,52,8.8,2.8,1.8,0.4,0.3,0.6,0.4,0.9,1.1,0.7,1.2-2.3,0.525,0.0-0.2,0.25,0.4-0.8,0.5,4
389,M. Ndour,32,10.4,3.1,2,0.3,0.5,0.2,0.4,0.9,1.3,0.7,1.2-2.6,0.464,0.0-0.2,0.143,0.6-0.8,0.731,4
390,R. Williams,6,13.2,4.5,1,0.7,0.5,0,0,0.3,0.7,0.3,1.3-3.8,0.348,0.8-1.8,0.455,1.0-1.2,0.857,4
391,I. Canaan,39,15.2,4.6,1.3,0.9,0.6,0,0.5,0.9,1.1,0.2,1.6-4.4,0.364,0.6-2.4,0.266,0.8-0.8,0.909,4
392,T. Satoransky,57,12.6,2.7,1.4,1.6,0.5,0.1,0.7,1.1,1,0.4,1.1-2.6,0.418,0.2-0.6,0.243,0.4-0.6,0.697,4
393,C. Payne,31,14.9,5.2,1.5,1.8,0.5,0.2,1,1.7,1.5,0.1,2.1-6.2,0.332,0.9-2.8,0.314,0.2-0.3,0.625,3.9
394,W. Selden,14,16.9,5.1,1.1,0.9,0.4,0.1,0.9,1.3,1.1,0.1,1.8-4.1,0.431,0.5-2.0,0.25,1.0-1.6,0.636,3.9
395,A. Morrow,49,14.6,5.5,0.6,0.5,0.5,0,0.1,0.9,0.4,0.2,2.0-5.1,0.39,0.8-2.7,0.308,0.7-0.8,0.919,3.9
396,B. Weber,20,10.3,3.1,1.3,1.1,0.7,0.1,0.4,0.8,0.9,0.4,1.3-3.0,0.417,0.1-0.5,0.1,0.6-0.8,0.688,3.8
397,J. O'BryantIII,11,7.3,3.5,1.7,0.5,0,0.1,0.5,0.9,0.9,0.8,1.4-2.7,0.5,0.3-0.5,0.5,0.5-0.5,0.833,3.8
398,M. Plumlee,45,10.8,2.5,2.1,0.5,0.4,0.3,0.7,1.6,1.3,0.8,1.0-2.0,0.478,0.0-0.0,-,0.6-0.9,0.641,3.8
399,M. Georges-Hunt,5,9.5,2.8,1.8,0.6,0.2,0,0.4,1,1.6,0.2,0.4-1.4,0.286,0.2-0.4,0.5,1.8-2.0,0.9,3.8
400,D. Bender,43,13.2,3.4,2.4,0.5,0.3,0.5,0.7,1.7,1.9,0.6,1.3-3.7,0.354,0.7-2.3,0.277,0.1-0.3,0.364,3.8
401,D. Liggins,62,12.5,2.5,1.7,0.9,0.8,0.2,0.7,1.3,1.4,0.3,0.9-2.3,0.387,0.3-0.7,0.37,0.4-0.6,0.625,3.7
402,S. Christon,64,15.2,2.9,1.4,2,0.4,0.1,0.7,1.2,1.1,0.3,1.2-3.5,0.344,0.2-1.0,0.19,0.3-0.5,0.548,3.7
403,N. Brussino,54,9.7,2.8,1.7,0.9,0.3,0.1,0.5,0.8,1.3,0.5,1.0-2.6,0.369,0.5-1.8,0.305,0.3-0.4,0.773,3.6
404,W. Baldwin,33,12.3,3.2,1.4,1.9,0.6,0.2,1.2,1.2,1.1,0.3,1.1-3.5,0.316,0.1-0.7,0.136,0.9-1.1,0.838,3.5
405,P. Pierce,25,11.1,3.2,1.9,0.4,0.2,0.2,0.6,1.6,1.9,0,1.1-2.8,0.4,0.6-1.7,0.349,0.4-0.5,0.769,3.5
406,J. Stokes,2,3.3,1.5,1,1,0.5,0,0,1.5,0.5,0.5,0.5-0.5,1,0.0-0.0,-,0.5-1.0,0.5,3.5
407,K. Felder,42,9.2,4,1,1.4,0.4,0.2,0.7,0.9,0.9,0.1,1.5-3.8,0.392,0.2-0.5,0.318,0.8-1.2,0.714,3.5
408,M. Huertas,23,10.3,2.7,1,2.3,0.4,0.1,0.8,0.7,1,0.1,1.1-3.0,0.368,0.2-0.8,0.211,0.4-0.7,0.529,3.5
409,M. Plumlee,21,8.1,1.9,2.4,0.5,0.2,0.2,0.6,1.1,1.3,1.1,0.8-1.4,0.552,0.0-0.0,-,0.4-0.9,0.421,3.5
410,J. Eddie,5,12.5,4.8,1.4,0,0.2,0,0.2,0.2,1.2,0.2,1.2-3.8,0.316,0.8-3.2,0.25,1.6-1.8,0.889,3.4
411,P. Connaughton,39,8.1,2.5,1.3,0.7,0.2,0.1,0.4,0.6,1.1,0.3,0.9-1.8,0.514,0.4-0.8,0.515,0.2-0.2,0.778,3.4
412,D. Bembry,38,9.8,2.7,1.6,0.8,0.2,0.1,0.4,0.6,1.2,0.4,1.2-2.6,0.48,0.0-0.5,0.056,0.2-0.4,0.375,3.3
413,B. Roberts,41,10.2,3.5,1,1.3,0.2,0,0.6,0.4,0.9,0.1,1.1-3.0,0.377,0.4-1.1,0.386,0.8-1.0,0.846,3.3
414,J. McRae,37,10.4,4.4,1.1,0.5,0.2,0.2,0.4,0.8,0.9,0.2,1.6-4.1,0.387,0.5-1.4,0.353,0.7-0.9,0.794,3.3
415,N. Collison,20,6.4,1.7,1.5,0.6,0.1,0.1,0.2,0.9,1.1,0.5,0.7-1.2,0.609,0.0-0.1,-,0.3-0.4,0.625,3.2
416,S. McClellan,30,9.6,3,1.1,0.5,0.3,0.1,0.2,0.6,1,0.1,1.0-2.5,0.4,0.2-1.0,0.233,0.8-0.9,0.852,3.2
417,M. Miller,20,7.5,1.4,2,1.1,0.1,0,0.7,0.5,1.8,0.2,0.5-1.2,0.391,0.4-1.0,0.4,0.1-0.1,1,3.2
418,D. Murray,38,8.5,3.4,1.1,1.3,0.2,0.1,1,0.8,0.9,0.2,1.3-3.1,0.431,0.2-0.6,0.391,0.6-0.8,0.7,3.2
419,S. Vujacic,42,9.7,3,1.3,1.2,0.3,0,0.4,0.9,1.1,0.3,1.0-3.2,0.309,0.5-1.8,0.311,0.4-0.6,0.708,3.1
420,R. Neto,40,8.6,2.5,0.8,0.9,0.5,0.1,0.4,1.2,0.7,0.1,1.0-2.3,0.446,0.3-0.8,0.323,0.2-0.2,0.889,3.1
421,M. Scott,18,10.8,2.5,2.1,0.9,0.2,0.2,0.4,0.7,1.5,0.6,0.9-3.2,0.293,0.2-1.5,0.148,0.4-0.4,0.875,3.1
422,R. Christmas,29,7.6,2,2,0.1,0.1,0.2,0.3,1.3,1,0.9,0.7-1.4,0.452,0.0-0.0,-,0.7-1.0,0.724,3.1
423,N. Laprovittola,18,9.7,3.3,0.6,1.6,0.2,0.1,1.1,1.1,0.5,0.1,1.1-2.6,0.426,0.6-1.5,0.37,0.5-0.5,1,3.1
424,M. Beasley,22,7.5,3.8,0.8,0.5,0.3,0,0.4,0.5,0.5,0.2,1.5-3.3,0.452,0.4-1.3,0.321,0.4-0.5,0.8,3.1
425,U. Haslem,17,7.7,1.8,2.1,0.4,0.3,0.1,0.5,1.3,1.6,0.5,0.6-1.4,0.478,0.0-0.2,-,0.5-0.9,0.6,3.1
426,R. Vaughn,41,11.2,3.5,1.2,0.6,0.5,0.2,0.3,0.8,1.1,0.1,1.4-3.8,0.365,0.6-2.0,0.321,0.0-0.1,0.4,3.1
427,F. VanVleet,37,7.9,2.9,1.1,0.9,0.5,0.1,0.4,1,1,0.1,1.1-3.0,0.355,0.3-0.8,0.379,0.5-0.6,0.818,3
428,A. Varejao,14,6.6,1.3,1.9,0.7,0.2,0.3,0.6,1.1,1.1,0.9,0.4-1.0,0.357,0.0-0.0,-,0.6-0.8,0.727,3
429,J. Harper,3,10.4,4,2,0.7,0,0,1.3,0.7,1,1,1.7-4.0,0.417,0.7-2.3,0.286,0.0-0.0,-,3
430,M. Richardson,22,9,3.6,1,0.5,0.2,0,0.4,1,0.9,0.1,1.3-3.1,0.412,0.4-1.3,0.286,0.7-0.9,0.789,3
431,J. Jones,48,7.9,2.8,0.8,0.3,0.1,0.2,0.2,0.8,0.8,0.1,0.9-1.9,0.478,0.6-1.4,0.47,0.3-0.4,0.65,2.9
432,K. Singler,32,12,2.8,1.5,0.3,0.2,0.2,0.3,0.9,1.3,0.3,1.1-2.6,0.41,0.2-1.2,0.189,0.4-0.5,0.765,2.9
433,J. Anthony,19,6.4,1.3,1.6,0.2,0.1,0.3,0.2,0.6,1.2,0.4,0.5-0.8,0.625,0.0-0.0,-,0.3-0.4,0.625,2.8
434,D. Davis,36,6.6,1.6,1.7,0.1,0.1,0.5,0.2,1.1,1.1,0.6,0.7-1.3,0.511,0.0-0.0,-,0.3-0.5,0.556,2.8
435,J. Bolomboy,12,4.4,1.8,1.5,0.2,0.1,0.3,0.2,0.1,1.2,0.3,0.8-1.3,0.563,0.1-0.3,0.25,0.3-0.5,0.5,2.8
436,J. Sullinger,11,10.7,3.4,2.5,0.2,0.4,0.2,0.4,1.5,1.5,0.9,1.4-4.4,0.313,0.3-1.6,0.167,0.4-0.7,0.5,2.8
437,G. Vasquez,3,12.9,2.3,0.7,1.7,0.3,0.3,0.3,2,0.7,0,0.7-2.7,0.25,0.3-1.0,0.333,0.7-1.0,0.667,2.7
438,H. Ellenson,19,7.7,3.2,2.2,0.4,0.1,0.1,0.7,0.3,1.7,0.4,1.2-3.4,0.359,0.5-1.8,0.294,0.2-0.4,0.5,2.7
439,A. Nicholson,38,9,2.6,1.6,0.3,0.4,0.2,0.4,1.4,1.2,0.4,1.1-2.9,0.387,0.1-0.7,0.185,0.2-0.4,0.643,2.7
440,D. Jones,10,8.5,1.9,2.3,0,0.1,0.4,0.6,1.5,1.4,0.9,0.8-1.6,0.5,0.0-0.0,-,0.3-1.0,0.3,2.6
441,D. Jackson,5,3.4,2,0.8,0.6,0,0,0,0,0.4,0.4,0.6-0.8,0.75,0.2-0.2,1,0.6-1.2,0.5,2.6
442,A. Hammons,22,7.4,2.2,1.7,0.2,0,0.6,0.5,1,1.3,0.4,0.8-1.9,0.405,0.2-0.5,0.5,0.4-0.9,0.45,2.6
443,C. McCullough,16,5,2.3,1.3,0.1,0.1,0.1,0.2,0.4,0.7,0.6,1.0-2.0,0.5,0.1-0.4,0.143,0.2-0.3,0.6,2.6
444,A. Toupane,4,11.9,2.8,0.3,0,0.3,0.3,0,1.5,0.3,0,1.3-2.3,0.556,0.3-1.0,0.25,0.0-0.0,-,2.5
445,N. Cole,13,9.6,3.3,0.8,1.1,0.6,0,0.5,1.4,0.8,0,1.2-4.0,0.308,0.2-1.0,0.231,0.6-0.8,0.8,2.4
446,J. Young,29,7.6,2.3,0.9,0.1,0.3,0.1,0.1,0.5,0.7,0.2,0.9-2.0,0.431,0.4-1.2,0.343,0.2-0.3,0.667,2.4
447,D. Hilliard,39,9.8,3.3,0.8,0.9,0.3,0.1,0.7,1,0.8,0.1,1.2-3.2,0.373,0.3-1.2,0.261,0.5-0.7,0.75,2.4
448,S. Zimmerman,19,5.7,1.2,1.8,0.2,0.1,0.3,0.2,0.9,1.3,0.6,0.5-1.6,0.323,0.0-0.0,-,0.2-0.3,0.6,2.3
449,T. Graham,27,7,2.1,0.8,0.2,0.2,0,0.1,0.7,0.6,0.2,0.7-1.5,0.475,0.3-0.6,0.6,0.4-0.6,0.667,2.3
450,J. Mickey,25,5.6,1.5,1.4,0.3,0.1,0.2,0.4,0.5,0.8,0.5,0.6-1.4,0.441,0.0-0.0,-,0.3-0.6,0.571,2.2
451,R. Price,14,9.6,1,0.8,1.3,0.8,0.1,0.2,1,0.6,0.2,0.3-1.7,0.167,0.2-1.2,0.176,0.2-0.3,0.75,2.2
452,R. Kelly,16,6.9,1.6,1.1,0.5,0.3,0.3,0.3,0.3,1.1,0.1,0.5-1.8,0.286,0.3-0.6,0.4,0.3-0.4,0.833,2.2
453,J. Hill,7,6.7,1.7,2,0,0.1,0,0.6,1.3,0.9,1.1,0.7-1.9,0.385,0.0-0.0,-,0.3-0.3,1,2.1
454,A. Anderson,30,10.3,2.9,0.8,0.4,0.1,0,0.2,1.2,0.7,0.1,1.0-2.7,0.375,0.5-1.5,0.318,0.4-0.5,0.75,2.1
455,B. Caboclo,9,4.5,1.6,1.1,0.4,0.2,0.1,0.2,0.4,0.6,0.6,0.7-1.8,0.375,0.2-0.7,0.333,0.0-0.0,-,2.1
456,T. Quarterman,16,5,1.9,0.9,0.7,0.1,0.2,0.7,0.4,0.6,0.3,0.8-1.7,0.481,0.3-0.7,0.455,0.0-0.2,-,2.1
457,B. Forbes,36,7.9,2.6,0.6,0.7,0,0,0.3,0.6,0.6,0.1,1.0-2.8,0.364,0.5-1.5,0.321,0.1-0.2,0.833,1.9
458,D. Rudez,45,7,1.8,0.6,0.4,0.3,0,0.2,0.7,0.4,0.1,0.7-2.0,0.352,0.4-1.4,0.313,0.0-0.0,-,1.7
459,B. Johnson,3,3.1,1.3,1,0.3,0.7,0.3,0.3,0,0.7,0.3,0.7-2.3,0.286,0.0-0.0,-,0.0-0.0,-,1.7
460,B. Brown,25,4.9,2.5,0.2,0.6,0,0,0.2,0.2,0.2,0,0.9-2.4,0.383,0.6-1.4,0.4,0.1-0.1,1,1.6
461,D. Ochefu,19,3.9,1.3,1.2,0.2,0.1,0,0.2,0.9,0.9,0.3,0.6-1.4,0.444,0.0-0.0,-,0.0-0.1,-,1.6
462,M. World Peace,25,6.4,2.3,0.8,0.4,0.4,0.1,0.3,0.7,0.6,0.2,0.8-2.7,0.279,0.4-1.5,0.237,0.4-0.6,0.625,1.5
463,J. Young,33,4.1,2.1,0.5,0.5,0.1,0,0.2,0.2,0.5,0,0.8-2.2,0.361,0.2-0.7,0.217,0.3-0.5,0.733,1.5
464,J. Jenkins,4,3.2,1.8,0.3,0.3,0,0,0,0,0.3,0,0.5-1.3,0.4,0.3-0.5,0.5,0.5-0.5,1,1.5
465,A. Gee,13,6.9,0.8,1.1,0.5,0.4,0.1,0.3,1.1,0.8,0.3,0.2-1.0,0.231,0.0-0.2,-,0.4-0.7,0.556,1.5
466,J. Layman,35,7.1,2.2,0.7,0.3,0.2,0.1,0.3,0.6,0.5,0.2,0.7-2.5,0.292,0.4-1.5,0.255,0.4-0.5,0.765,1.3
467,L. Patterson,5,8.1,1.8,1.4,1.2,0.2,0,0.8,1.2,1.2,0.2,0.6-3.0,0.2,0.2-1.2,0.167,0.4-0.6,0.667,1.2
468,A. Onuaku,8,3.5,0.5,0.8,0.3,0,0.1,0.3,0.4,0.5,0.3,0.3-0.5,0.5,0.0-0.0,-,0.0-0.0,-,1.1
469,I. Taylor,4,13,0.8,0.8,0.8,0.3,0.3,0,1.5,0.5,0.3,0.3-1.8,0.143,0.0-0.5,-,0.3-0.5,0.5,1
470,M. Tobey,2,12.6,1,1.5,0.5,0,0,0.5,1,0.5,1,0.5-2.0,0.25,0.0-0.0,-,0.0-0.0,-,1
